model_name,question_id,question_type,question_text,prompt_type,response,is_correct,latency,final_answer,consistency_score,consistency_agreement_rate,consistency_most_common,consistency_unique_answers
llama,q2,math,Câu hỏi math q2,cot_self_consistency_3,Đáp án q2 là A (run 3),True,0.9165723029895174,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_5,Đáp án q2 là A (run 1),True,2.8950453192164796,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_5,Đáp án q2 là A (run 2),True,2.3192117998745228,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_5,Đáp án q2 là A (run 3),True,1.6210222277509694,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_5,Đáp án q2 là A (run 4),True,0.5075496040822578,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_5,Đáp án q2 là A (run 5),True,0.8621278610857683,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_7,Đáp án q2 là A (run 1),True,2.6671308970436796,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_7,Đáp án q2 là A (run 2),True,0.6806741776463614,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_7,Đáp án q2 là A (run 3),True,2.928135570284206,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_7,Đáp án q2 là A (run 4),True,1.126620010596758,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_7,Đáp án q2 là A (run 5),True,0.5530702752019494,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_7,Đáp án q2 là A (run 6),True,1.445948226641168,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,math,Câu hỏi math q2,cot_self_consistency_7,Đáp án q2 là A (run 7),True,2.767052837449375,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,zero_shot,Câu trả lời của llama cho q2 sử dụng zero_shot,True,0.9806723419202643,,,,,
llama,q2,reasoning,Câu hỏi reasoning q2,few_shot,Câu trả lời của llama cho q2 sử dụng few_shot,True,1.4264840128279637,,,,,
llama,q2,reasoning,Câu hỏi reasoning q2,cot,Câu trả lời của llama cho q2 sử dụng cot,True,2.1598834769656827,,,,,
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_3,Đáp án q2 là A (run 1),True,2.431698827770637,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_3,Đáp án q2 là A (run 2),True,1.6233805816117348,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_3,Đáp án q2 là A (run 3),True,2.826100922767585,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_5,Đáp án q2 là A (run 1),True,2.302904745510463,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_5,Đáp án q2 là A (run 2),True,1.254305703061062,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_5,Đáp án q2 là A (run 3),True,2.7409132922320083,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_5,Đáp án q2 là A (run 4),True,1.336403795329704,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_5,Đáp án q2 là A (run 5),True,1.2219468658258188,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_7,Đáp án q2 là A (run 1),True,1.3934450001611938,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_7,Đáp án q2 là A (run 2),True,2.8731748176134144,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_7,Đáp án q2 là A (run 3),True,2.423452767238183,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_7,Đáp án q2 là A (run 4),True,2.4633830485835793,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_7,Đáp án q2 là D (run 5),False,2.9162870703385413,D,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_7,Đáp án q2 là A (run 6),True,1.7845964093449,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,reasoning,Câu hỏi reasoning q2,cot_self_consistency_7,Đáp án q2 là A (run 7),True,1.4476267992532779,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,zero_shot,Câu trả lời của llama cho q2 sử dụng zero_shot,True,2.7739715838590477,,,,,
llama,q2,factual,Câu hỏi factual q2,few_shot,Câu trả lời của llama cho q2 sử dụng few_shot,True,0.5486916255320213,,,,,
llama,q2,factual,Câu hỏi factual q2,cot,Câu trả lời của llama cho q2 sử dụng cot,True,2.977277467246482,,,,,
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_3,Đáp án q2 là A (run 1),True,1.9911316332728508,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_3,Đáp án q2 là C (run 2),False,1.5131809760228483,C,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_3,Đáp án q2 là A (run 3),True,1.4989097044785842,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_5,Đáp án q2 là A (run 1),True,2.3903238485558553,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_5,Đáp án q2 là A (run 2),True,2.7860677972093706,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_5,Đáp án q2 là A (run 3),True,0.8493325531043573,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_5,Đáp án q2 là D (run 4),False,1.1313193279801466,D,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_5,Đáp án q2 là A (run 5),True,1.6032593794425556,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_7,Đáp án q2 là A (run 1),True,2.159509000197888,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_7,Đáp án q2 là B (run 2),False,1.8354010719604963,B,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_7,Đáp án q2 là A (run 3),True,1.9876661665258648,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_7,Đáp án q2 là A (run 4),True,1.2501095283111372,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_7,Đáp án q2 là A (run 5),True,0.6804734852785789,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_7,Đáp án q2 là A (run 6),True,1.4377373581773423,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q2,factual,Câu hỏi factual q2,cot_self_consistency_7,Đáp án q2 là A (run 7),True,0.581951607402333,A,0.9111111111111111,0.9111111111111111,A,4.0
llama,q3,math,Câu hỏi math q3,zero_shot,Câu trả lời của llama cho q3 sử dụng zero_shot,True,2.0548122965954265,,,,,
llama,q3,math,Câu hỏi math q3,few_shot,Câu trả lời của llama cho q3 sử dụng few_shot,True,1.5221302200105882,,,,,
llama,q3,math,Câu hỏi math q3,cot,Câu trả lời của llama cho q3 sử dụng cot,True,0.6864968759688221,,,,,
llama,q3,math,Câu hỏi math q3,cot_self_consistency_3,Đáp án q3 là A (run 1),True,2.879206268599132,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_3,Đáp án q3 là A (run 2),True,2.448591107230752,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_3,Đáp án q3 là A (run 3),True,1.6000184386190037,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_5,Đáp án q3 là C (run 1),False,2.177283924791345,C,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_5,Đáp án q3 là A (run 2),True,1.7158565192531212,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_5,Đáp án q3 là A (run 3),True,2.675335623207769,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_5,Đáp án q3 là A (run 4),True,1.5085417290870078,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_5,Đáp án q3 là B (run 5),False,2.9929466334448853,B,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_7,Đáp án q3 là A (run 1),True,0.5870627363508139,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_7,Đáp án q3 là A (run 2),True,2.6971912508497056,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_7,Đáp án q3 là A (run 3),True,2.798433924495339,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_7,Đáp án q3 là A (run 4),True,2.331780679581679,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_7,Đáp án q3 là A (run 5),True,0.653985860065958,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_7,Đáp án q3 là A (run 6),True,2.1832891606181737,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,math,Câu hỏi math q3,cot_self_consistency_7,Đáp án q3 là A (run 7),True,1.3308623420967478,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,zero_shot,Câu trả lời của llama cho q3 sử dụng zero_shot,True,1.557894093174088,,,,,
llama,q3,reasoning,Câu hỏi reasoning q3,few_shot,Câu trả lời của llama cho q3 sử dụng few_shot,True,1.4462591342834834,,,,,
llama,q3,reasoning,Câu hỏi reasoning q3,cot,Câu trả lời của llama cho q3 sử dụng cot,True,2.5595785923186973,,,,,
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_3,Đáp án q3 là A (run 1),True,1.7626869099074893,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_3,Đáp án q3 là A (run 2),True,0.9970192955269612,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_3,Đáp án q3 là A (run 3),True,2.10622219050747,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_5,Đáp án q3 là A (run 1),True,2.66690244482999,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_5,Đáp án q3 là B (run 2),False,2.9991481522601124,B,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_5,Đáp án q3 là A (run 3),True,1.693047103382292,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_5,Đáp án q3 là A (run 4),True,2.573690314973332,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_5,Đáp án q3 là A (run 5),True,0.7686399216715596,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_7,Đáp án q3 là A (run 1),True,2.140988551414968,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_7,Đáp án q3 là A (run 2),True,1.5601693494302222,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_7,Đáp án q3 là A (run 3),True,1.569870039951023,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_7,Đáp án q3 là A (run 4),True,0.7313055670041861,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_7,Đáp án q3 là A (run 5),True,2.718695365030082,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_7,Đáp án q3 là A (run 6),True,2.1830591734815,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,reasoning,Câu hỏi reasoning q3,cot_self_consistency_7,Đáp án q3 là A (run 7),True,1.9404207680979368,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,zero_shot,Câu trả lời của llama cho q3 sử dụng zero_shot,True,0.7133209585896865,,,,,
llama,q3,factual,Câu hỏi factual q3,few_shot,Câu trả lời của llama cho q3 sử dụng few_shot,True,2.664038384541821,,,,,
llama,q3,factual,Câu hỏi factual q3,cot,Câu trả lời của llama cho q3 sử dụng cot,True,2.9459968611575587,,,,,
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_3,Đáp án q3 là A (run 1),True,0.6162551537871324,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_3,Đáp án q3 là A (run 2),True,2.635775391739812,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_3,Đáp án q3 là A (run 3),True,1.8642647780976782,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_5,Đáp án q3 là A (run 1),True,2.4530548796118428,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_5,Đáp án q3 là A (run 2),True,2.468677420964852,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_5,Đáp án q3 là A (run 3),True,1.804299057699507,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_5,Đáp án q3 là A (run 4),True,1.0426150552175637,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_5,Đáp án q3 là A (run 5),True,2.3721399029803316,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_7,Đáp án q3 là A (run 1),True,0.9212072567244579,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_7,Đáp án q3 là A (run 2),True,2.28370814654063,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_7,Đáp án q3 là A (run 3),True,2.4159850789244723,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_7,Đáp án q3 là A (run 4),True,2.4822786341788916,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_7,Đáp án q3 là A (run 5),True,2.488242959444761,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_7,Đáp án q3 là B (run 6),False,1.9434780967819911,B,0.9111111111111111,0.9111111111111111,A,3.0
llama,q3,factual,Câu hỏi factual q3,cot_self_consistency_7,Đáp án q3 là A (run 7),True,0.8858764768116008,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q4,math,Câu hỏi math q4,zero_shot,Câu trả lời của llama cho q4 sử dụng zero_shot,True,2.6986633703098706,,,,,
llama,q4,math,Câu hỏi math q4,few_shot,Câu trả lời của llama cho q4 sử dụng few_shot,True,2.1189650793360406,,,,,
llama,q4,math,Câu hỏi math q4,cot,Câu trả lời của llama cho q4 sử dụng cot,True,2.9416960878539067,,,,,
llama,q4,math,Câu hỏi math q4,cot_self_consistency_3,Đáp án q4 là A (run 1),True,0.893711327801185,A,0.9333333333333333,0.9333333333333333,A,4.0
llama,q4,math,Câu hỏi math q4,cot_self_consistency_3,Đáp án q4 là A (run 2),True,2.9639837611071607,A,0.9333333333333333,0.9333333333333333,A,4.0
llama,q4,math,Câu hỏi math q4,cot_self_consistency_3,Đáp án q4 là A (run 3),True,2.694855534205534,A,0.9333333333333333,0.9333333333333333,A,4.0
llama,q4,math,Câu hỏi math q4,cot_self_consistency_5,Đáp án q4 là A (run 1),True,1.8217589219852701,A,0.9333333333333333,0.9333333333333333,A,4.0
llama,q4,math,Câu hỏi math q4,cot_self_consistency_5,Đáp án q4 là A (run 2),True,2.7957007432715253,A,0.9333333333333333,0.9333333333333333,A,4.0
